track_id,track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_pct,valence_pct,energy_pct,acousticness_pct,instrumentalness_pct,liveness_pct,speechiness_pct,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
192,Forever Story,Maroon 5,1,2023,3,12,1718,0,44718303,62,F#,Minor,49,10,85,47,12,31,37,869,15,831,15,4
193,Fire Clouds (feat. DJ),OneRepublic,1,2021,7,21,2241,22,41505167,108,C#,Major,37,47,29,81,29,33,19,1132,9,884,8,6
194,Rain Lights,21 Savage,1,2018,9,1,1194,36,101081464,83,D,Major,83,37,58,53,19,36,25,454,45,395,0,14
195,Night Lights,Marshmello,1,2023,3,2,3072,6,68488293,123,F#,Minor,51,14,40,58,47,11,35,1747,8,1367,0,1
196,Forever Lights,"Lil Baby, Calvin Harris, Coldplay, 21 Savage",4,2023,12,18,2353,15,46899334,115,C#,Major,75,51,16,21,50,22,39,1156,6,725,1,10
197,Summer Story (Deluxe),BTS,1,2023,8,23,2132,15,55118174,151,A#,Major,88,23,31,62,14,25,37,698,19,642,1,0
198,Rain Story,"J. Cole, The Chainsmokers",2,2021,3,9,1151,14,14424645,107,G#,Minor,61,69,50,76,35,15,6,538,17,470,6,9
199,Forever Ways,Martin Garrix,1,2022,11,17,3306,11,84127282,197,F#,Major,87,73,85,19,39,23,22,1761,7,979,2,10
200,Heart Feelings,Maroon 5,1,2019,3,6,998,15,9235428,185,G#,Minor,26,56,43,77,45,9,2,356,1,370,12,10
201,Dreams Streets (Remix),Olivia Rodrigo,1,2021,12,14,3679,16,92521879,192,C#,Major,49,78,64,24,12,38,44,1148,2,1656,2,3
202,Fire Skies (Live),Beyoncé,1,2023,11,19,2666,22,72454512,162,G#,Minor,40,78,91,56,22,25,37,1331,3,666,5,8
203,Sunset Lights,"Adele, OneRepublic",2,2022,4,13,3287,57,187586377,64,G#,Major,58,10,53,28,13,25,3,1932,0,1373,18,38
204,Dance Skies,"Zach Bryan, 21 Savage",2,2022,10,5,3272,11,11908478,125,E,Major,93,61,87,27,46,9,22,1134,8,1014,7,3
205,Silver Feelings,Calvin Harris,1,2021,12,26,2593,10,71655956,62,A#,Minor,26,49,82,5,20,39,38,1048,13,842,3,3
206,Summer Moments,Post Malone,1,2023,7,15,278,2,96244553,146,C#,Minor,93,16,85,51,16,10,27,101,9,121,4,2
207,Stars Moments,Tiësto,1,2020,7,21,1057,7,55955392,82,C#,Minor,74,56,59,24,20,27,40,393,8,457,10,10
208,Forever Nights (Deluxe),J. Cole,1,2023,8,20,996,29,26232738,88,B,Major,51,89,33,36,0,26,9,543,6,403,4,1
209,Love Lights,Bruno Mars,1,2022,4,18,1235,18,114341520,194,C,Minor,41,17,51,25,50,22,5,628,42,253,37,42
210,Love Vibes,Marshmello,1,2021,11,12,1351,27,12554850,85,F,Minor,88,21,38,25,32,34,37,763,12,363,12,8
211,Summer Rivers,Metro Boomin,1,2022,12,6,1062,7,9771928,125,F#,Major,91,45,43,19,21,30,44,635,16,300,1,10
212,Midnight Rivers (Deluxe),Ariana Grande,1,2024,11,8,2827,4,45105361,198,D,Major,37,84,84,87,12,13,21,1209,9,1336,10,7
213,Stars Waves (feat. DJ),"21 Savage, Martin Garrix",2,2023,10,6,671,5,28769932,165,E,Minor,55,29,39,13,8,16,3,265,4,280,10,6
214,Silver Dreams,"Chris Stapleton, Diplo, Travis Scott, Skrillex",4,2020,11,1,1584,24,32323771,155,D,Minor,82,70,32,20,12,19,4,701,16,718,15,10
215,Dance Waves,"Maroon 5, Taylor Swift",2,2023,4,25,3485,27,20436537,163,C,Minor,60,60,93,73,38,39,35,1690,10,1603,7,6
216,Crystal Feelings,"J. Cole, Bad Bunny",2,2023,1,8,1118,23,80781911,134,G,Minor,58,46,74,21,27,23,41,348,12,396,1,3
217,Stars Streets (Live),Drake,1,2019,9,4,3163,4,51383351,111,G,Major,52,51,98,20,45,12,7,1321,10,1060,5,7
218,Golden Vibes,"BTS, J. Cole",2,2021,9,20,1344,12,25712472,97,D,Major,73,49,54,57,18,16,9,420,5,636,4,2
219,Dance Story,"Ariana Grande, Taylor Swift, Kanye West",3,2024,9,26,1168,21,12110780,200,E,Major,26,33,33,7,41,27,4,517,13,388,0,3
220,Silver Dreams,"Post Malone, Future",2,2024,1,4,4107,20,256059852,105,G,Minor,24,21,53,41,23,29,6,2060,39,1635,38,36
221,Velvet Vibes,Chris Stapleton,1,2020,12,28,1421,6,35882455,133,F#,Minor,53,77,88,79,22,13,41,687,3,527,2,7
222,Neon Hills (Deluxe),Avicii,1,2020,5,7,1780,14,5962542,166,F#,Major,62,54,86,81,13,5,42,867,3,749,6,9
223,Dance Vibes,Doja Cat,1,2022,6,25,1249,18,6283458,146,A#,Minor,80,14,97,17,30,14,42,605,0,561,6,5
224,Wild Streets (Live),"Marshmello, Daft Punk",2,2024,1,27,2816,23,58926440,144,F,Major,39,45,18,43,24,39,12,1417,17,1015,6,9
225,Fire Dreams,Avicii,1,2023,5,23,2141,28,69173930,194,E,Major,34,57,19,25,5,33,34,794,14,960,9,3
226,Stars Days,"The Weeknd, Martin Garrix",2,2022,9,10,2133,27,32528351,69,G,Minor,86,24,15,39,2,10,23,702,16,859,4,3
227,Crystal Eyes,"Marshmello, Dua Lipa",2,2023,11,7,1637,24,34452988,89,C,Major,46,79,59,70,20,22,11,707,3,461,5,4
228,Summer Nights,"Metro Boomin, Avicii",2,2023,6,18,2770,0,37186284,169,F#,Major,95,90,72,78,22,24,23,1222,1,642,1,1
229,Velvet Vibes (Live),"Doja Cat, Future",2,2022,2,27,1506,24,41395063,126,F,Minor,43,95,57,41,29,36,3,662,7,729,4,9
230,Golden Hills,Ed Sheeran,1,2020,6,20,3091,3,51481724,196,G,Minor,95,62,45,79,15,40,12,1303,3,920,2,4
231,Wild Days (Deluxe),Calvin Harris,1,2022,7,19,2179,2,57287331,178,F,Major,76,32,54,51,4,11,45,1137,18,982,3,9
232,Wild Hills,"Skrillex, Coldplay",2,2019,4,27,3270,28,56004672,196,E,Minor,93,67,40,26,43,25,21,1721,0,1396,4,7
233,Forever Waves (Acoustic),"Avicii, 21 Savage",2,2024,10,1,3807,37,309934476,151,C#,Minor,23,40,70,89,37,30,42,1213,35,1866,0,45
234,Midnight Waves,"Adele, Maroon 5",2,2023,8,5,2087,26,36688695,62,C#,Major,38,72,70,17,5,13,43,1204,13,513,4,2
235,Ocean Waves,"Maroon 5, Metro Boomin",2,2022,7,18,2212,0,57997470,199,A,Minor,24,14,87,61,45,28,9,1047,7,914,8,6
236,Dreams Moments (Deluxe),Zedd,1,2024,5,15,2746,28,44003206,198,A,Minor,26,53,83,1,30,34,34,1326,7,938,2,10
237,Wild Waves,Calvin Harris,1,2024,5,10,2653,23,17020112,103,A,Major,57,89,18,36,31,10,10,1420,8,579,15,9
238,Dance Ways,Tiësto,1,2021,5,1,1227,29,27900121,126,B,Major,82,33,82,4,21,10,11,585,4,488,11,2
239,Sunset Clouds,"Skrillex, Post Malone, David Guetta",3,2022,11,6,2051,8,41164973,181,E,Minor,88,39,63,87,45,29,32,1080,3,442,14,6
240,Sunset Story,Kendrick Lamar,1,2023,7,22,2576,5,140142878,129,F,Minor,54,22,47,83,37,30,31,848,34,1007,27,39
241,Summer Roads (Deluxe),Zach Bryan,1,2021,12,6,1318,0,53545864,116,B,Minor,52,34,19,3,39,10,5,558,16,304,14,5
242,Rain Dreams,Skrillex,1,2023,2,3,677,21,54036676,107,E,Minor,79,94,24,81,29,22,29,358,20,250,5,1
243,Fire Vibes,"21 Savage, Adele, Kendrick Lamar",3,2019,7,11,1782,2,12627334,185,C#,Major,89,65,42,78,41,11,30,797,6,682,5,10
244,Night Vibes,Metro Boomin,1,2023,8,1,1511,20,46652213,144,F#,Major,85,72,76,55,25,9,36,453,1,603,8,2
245,Neon Feelings,SZA,1,2024,6,11,614,2,42604202,111,D,Major,69,94,39,38,44,29,8,251,10,137,14,4
246,Neon Vibes (Live),Kanye West,1,2023,3,2,427,18,18573406,196,G,Major,24,53,22,43,50,7,27,158,12,93,9,7
247,Crystal Streets (Deluxe),BTS,1,2020,10,8,2191,15,10326770,104,A#,Major,59,22,73,78,10,9,8,1253,19,468,4,0
248,Ocean Times,BTS,1,2020,6,26,2886,21,48688508,104,F,Major,35,45,33,53,10,28,37,1364,4,855,6,0
249,Silver Memories,Billie Eilish,1,2023,11,20,3516,0,90868524,181,B,Major,46,28,96,34,33,33,28,1062,2,1448,9,6
250,Night Dreams,"Beyoncé, Kanye West, Metro Boomin",3,2022,2,21,1981,0,39584217,152,G#,Major,79,90,41,35,3,17,9,925,6,466,3,9
251,Neon Hills,Post Malone,1,2023,1,2,2448,19,77425518,105,D,Major,82,75,29,9,15,33,39,1325,14,521,1,8
252,Rain Lights,Zedd,1,2019,4,4,2695,27,58233594,171,D,Major,78,32,64,47,8,34,14,970,7,598,15,0
253,Dance Days,Kanye West,1,2018,10,2,2256,5,28494380,103,A,Major,31,62,81,62,13,35,31,1191,7,1051,5,10
254,Sunset Times,Travis Scott,1,2022,4,19,1378,28,63999194,68,F#,Minor,81,22,72,63,15,10,37,415,1,292,15,8
255,Sunset Days,Chris Stapleton,1,2021,11,3,1273,27,11357298,95,B,Minor,43,57,95,59,45,5,42,599,18,263,14,7
256,Wild Rivers,Ed Sheeran,1,2022,5,23,3874,25,94165592,191,A#,Minor,26,24,64,46,29,7,25,1402,2,1495,10,0
257,Velvet Vibes,Lady Gaga,1,2023,3,11,1180,24,42749758,150,E,Minor,55,16,23,47,22,33,33,559,6,502,7,5
258,Heart Hills (Deluxe),Tiësto,1,2024,8,20,1151,30,93433109,80,F#,Major,56,19,28,21,17,12,11,584,2,295,14,1
259,Rain Rivers (Remix),David Guetta,1,2021,11,18,749,0,25729594,145,F#,Minor,61,72,90,85,44,38,37,290,2,154,7,8
260,Silver Moments (Acoustic),The Chainsmokers,1,2020,5,8,2770,9,60748126,102,A,Major,88,46,38,22,45,14,12,1470,1,677,9,7
261,Wild Roads,Beyoncé,1,2021,3,7,1157,18,112742768,91,C,Minor,83,28,73,40,9,5,36,476,34,569,34,19
262,Forever Hills (Deluxe),Tiësto,1,2023,10,24,95,3,53784601,66,F#,Major,77,55,26,41,3,17,39,49,1,22,3,4
263,Dance Days,Martin Garrix,1,2022,8,22,1361,19,64792032,97,B,Minor,67,59,62,1,18,27,24,655,1,643,11,6
264,Electric Waves (Acoustic),"Bruno Mars, Avicii, Harry Styles, Olivia Rodrigo",4,2020,12,14,2435,18,39369296,145,C#,Minor,31,10,67,81,17,31,13,1167,4,638,15,8
265,Silver Moments,Daft Punk,1,2023,5,18,2565,9,40104492,127,E,Minor,35,93,51,53,11,36,43,1149,14,685,0,2
266,Dance Hills (Remix),Beyoncé,1,2022,6,19,746,27,78647792,191,B,Major,53,30,89,7,9,25,31,281,15,367,3,5
267,Fire Memories,21 Savage,1,2022,6,2,1666,6,35694484,142,F,Minor,54,56,27,68,37,27,11,882,5,715,5,8
268,Forever Shadows (Live),Taylor Swift,1,2021,3,4,1526,7,24013800,177,C#,Major,36,12,76,44,19,28,10,838,17,586,3,6
269,Crystal Lights,"The Chainsmokers, Diplo",2,2021,12,27,1903,7,17304261,88,C#,Major,81,65,20,25,6,7,44,746,6,454,2,6
270,Neon Feelings (Remix),Tiësto,1,2019,11,1,1527,29,34810709,149,C,Major,38,45,89,44,22,15,34,733,18,718,5,10
271,Crystal Roads,"Zach Bryan, Beyoncé",2,2023,1,17,2508,24,52378395,107,G,Major,43,55,63,54,13,37,16,1156,3,1196,15,5
272,Wild Feelings,Maroon 5,1,2022,8,25,2144,17,76806756,132,G,Minor,76,38,85,52,18,32,14,1107,2,639,3,6
273,Golden Nights,"Ed Sheeran, David Guetta",2,2023,11,4,1870,4,55883718,153,D#,Minor,45,86,66,15,14,32,33,782,18,922,5,1
274,Silver Ways (Live),"Travis Scott, Skrillex",2,2021,11,20,3176,65,220016042,185,G,Major,37,13,27,6,4,36,45,1218,49,1068,7,16
275,Wild Moments,"The Weeknd, Imagine Dragons, Diplo, 21 Savage",4,2023,2,22,2865,63,117508035,64,C,Minor,35,59,72,40,24,33,31,1280,16,1039,34,34
276,Velvet Eyes (feat. DJ),Bad Bunny,1,2022,3,10,1547,3,58835264,100,G#,Major,70,43,78,75,24,27,20,728,15,615,15,7
277,Silver Memories,Adele,1,2021,12,19,1229,13,19952858,122,D#,Major,59,85,25,88,4,24,9,495,11,397,1,10
278,Velvet Lights,Miley Cyrus,1,2023,7,19,2253,34,161701072,159,F,Major,82,22,41,43,31,37,44,689,30,848,20,24
279,Forever Shadows (feat. DJ),Miley Cyrus,1,2022,2,27,1975,18,54115333,84,A,Minor,54,18,87,67,30,32,15,830,7,765,2,9
280,Forever Rivers (Live),"Shakira, Lil Baby",2,2023,6,7,2739,19,55315155,192,D,Minor,47,94,74,34,40,39,41,1245,17,696,0,10
281,Night Rivers,"Zach Bryan, Avicii, Morgan Wallen",3,2022,4,5,782,29,87481821,101,E,Major,71,40,29,19,12,6,17,249,6,354,8,4
282,Velvet Waves,Bruno Mars,1,2024,4,6,2532,8,27858553,70,B,Minor,22,17,25,40,38,24,6,1359,8,1006,5,10
283,Dreams Clouds (feat. DJ),"Maroon 5, Future",2,2020,10,24,836,67,177535087,140,F,Minor,50,64,42,18,6,16,15,313,5,226,7,49
284,Dance Roads,Travis Scott,1,2022,12,4,1827,15,53846384,181,B,Minor,59,12,97,77,2,8,44,922,8,847,4,5
285,Midnight Eyes,Beyoncé,1,2023,11,4,3756,50,150886436,113,D,Minor,60,92,67,4,17,10,33,2171,16,1090,15,19
286,Sunset Feelings (Acoustic),"Calvin Harris, Miley Cyrus",2,2022,6,14,1895,70,124506342,107,A#,Minor,37,10,66,25,40,24,22,987,29,774,3,41
287,Fire Times,Avicii,1,2024,11,25,1428,10,48094055,110,C#,Minor,67,33,65,48,36,19,3,621,4,397,10,4
288,Summer Vibes (feat. DJ),"The Weeknd, Lil Baby, Kanye West",3,2021,3,2,774,19,72861426,90,C,Minor,78,73,30,28,45,18,14,292,2,377,5,9
289,Neon Clouds,Travis Scott,1,2024,10,7,2356,25,65482509,175,D#,Minor,94,92,73,10,0,35,10,809,9,1161,7,9
290,Midnight Waves (Acoustic),"Adele, Maroon 5, 21 Savage, Olivia Rodrigo",4,2019,9,2,2012,7,13082987,124,G#,Minor,58,60,62,16,35,7,39,887,11,1004,1,0
291,Crystal Hills (Live),Justin Bieber,1,2020,6,23,2162,4,71301537,127,A,Minor,86,50,70,21,20,36,11,972,8,917,13,4
292,Electric Memories,"Daft Punk, Future",2,2019,3,2,2708,22,51249509,173,F,Minor,78,73,29,18,7,27,7,1191,3,1350,15,0
293,Fire Rivers (Deluxe),"Olivia Rodrigo, Justin Bieber",2,2024,10,7,9424,23,410221557,84,F,Major,56,25,65,47,37,11,22,4004,4,2580,31,43
294,Electric Hills,Post Malone,1,2024,10,22,1610,1,8261327,72,A#,Minor,61,17,24,70,38,29,7,799,14,478,4,3
295,Summer Clouds,Imagine Dragons,1,2024,3,13,1981,3,46315978,93,F,Major,67,75,40,62,28,29,32,771,13,833,9,10
296,Sunset Vibes (Acoustic),Travis Scott,1,2023,7,21,784,16,37958620,194,A#,Major,57,69,70,10,30,24,11,315,14,315,4,7
297,Forever Times,Ariana Grande,1,2021,1,18,1014,13,43822160,80,G#,Major,34,94,74,22,50,16,27,332,18,450,11,4
298,Forever Lights,Bad Bunny,1,2022,11,15,2878,43,149924523,126,A#,Major,75,78,17,0,25,12,2,1698,11,757,5,47
299,Electric Clouds (Deluxe),Billie Eilish,1,2023,5,20,1608,12,74063293,88,C,Major,23,36,76,83,9,20,29,870,2,381,0,3
300,Rain Vibes,"Kanye West, Kygo",2,2022,8,14,719,28,7531260,175,A,Major,45,47,87,50,3,26,2,248,14,351,15,0
301,Sunset Waves (Deluxe),Dua Lipa,1,2022,9,10,766,19,14154563,64,F#,Minor,90,18,49,82,26,35,9,444,15,206,1,8
302,Golden Streets,David Guetta,1,2018,5,24,1915,14,33015316,179,D,Minor,69,63,98,46,50,35,12,707,7,720,10,9
303,Dreams Hills,Diplo,1,2020,10,16,2680,7,36528952,151,A#,Major,42,74,19,8,21,32,9,972,1,1339,11,4
304,Velvet Times,Diplo,1,2024,6,25,1456,17,24072856,172,G,Major,33,88,93,13,35,7,34,553,4,663,3,0
305,Heart Days (feat. DJ),Dua Lipa,1,2023,12,15,2605,11,74780872,166,C,Major,80,53,51,64,10,10,19,1042,4,617,6,7
306,Golden Times,"Lady Gaga, OneRepublic",2,2023,7,26,1449,13,24334838,173,D,Major,86,18,25,43,20,30,12,614,13,680,11,0
307,Night Moments (Remix),OneRepublic,1,2024,12,26,4747,70,186478674,131,G#,Major,71,67,97,26,34,33,24,2668,46,2007,22,0
308,Rain Eyes,J. Cole,1,2022,7,24,1640,17,26642139,147,A#,Major,22,13,84,75,16,20,21,631,2,579,9,8
309,Crystal Feelings (Acoustic),Morgan Wallen,1,2021,9,12,1444,9,14176866,196,A,Major,64,48,51,85,50,13,26,681,0,485,7,9
310,Wild Rivers,"Martin Garrix, Dua Lipa",2,2023,6,15,1365,13,14021785,181,D#,Minor,29,57,82,51,37,40,35,748,2,310,13,2
311,Dance Roads,Zach Bryan,1,2022,8,23,2016,64,104256644,90,B,Major,78,70,19,20,35,28,9,681,45,680,32,33
312,Heart Shadows,"Skrillex, BTS",2,2018,3,4,2175,11,44443595,167,C,Minor,56,37,38,62,0,12,37,850,15,453,4,2
313,Night Waves,Shakira,1,2021,8,11,1853,24,56387758,174,D,Minor,31,89,94,52,24,19,27,632,20,626,14,10
314,Electric Ways,Miley Cyrus,1,2024,12,1,1164,39,100918397,198,A,Major,92,76,39,60,32,6,9,545,7,457,5,12
315,Dance Days,"Lil Baby, Justin Bieber, The Weeknd",3,2023,10,15,1256,1,34101902,66,G#,Minor,68,42,26,14,6,39,12,561,0,379,5,6
316,Dance Vibes,Rihanna,1,2024,11,6,1273,10,20332512,96,F#,Minor,53,58,30,6,12,20,40,451,1,368,3,5
317,Crystal Rivers,Zedd,1,2019,1,11,2450,20,75064334,92,E,Minor,77,20,96,64,13,14,25,906,0,687,3,3
318,Velvet Streets,"Kygo, Beyoncé, Daft Punk, OneRepublic",4,2023,10,10,4485,0,281789812,157,F,Major,94,75,51,5,10,39,38,1426,30,1264,16,43
319,Midnight Feelings (Deluxe),Ed Sheeran,1,2024,7,7,3027,30,89041881,122,A#,Minor,63,36,73,76,21,6,10,1219,8,1495,14,4
320,Love Story,"J. Cole, Skrillex, Calvin Harris",3,2022,12,23,556,68,110289832,173,A#,Major,65,58,91,45,24,16,2,180,41,219,34,1
321,Rain Streets,BTS,1,2023,5,22,2296,25,37236745,131,G,Major,20,35,96,50,7,22,38,1183,7,1134,11,0
322,Velvet Days,Tiësto,1,2022,11,20,994,18,53972939,130,D#,Major,88,88,47,87,35,34,2,336,2,236,7,8
323,Night Lights,OneRepublic,1,2024,5,4,1260,28,73117509,174,F,Major,70,34,57,10,36,6,16,650,1,357,13,8
324,Dreams Times,21 Savage,1,2021,2,21,3082,15,53332818,123,C#,Minor,50,53,21,42,33,20,6,1323,0,1164,10,4
325,Electric Feelings,Zach Bryan,1,2022,2,2,2385,25,11810341,86,A#,Major,91,16,52,48,25,11,41,806,14,516,13,1
326,Ocean Dreams,Chris Stapleton,1,2021,7,20,1235,20,53184261,109,C#,Major,21,86,23,75,50,17,38,717,0,415,10,9
327,Dance Shadows,Ariana Grande,1,2023,8,6,2108,18,25527798,198,D,Major,80,49,92,43,18,28,2,908,20,898,9,9
328,Stars Memories,Martin Garrix,1,2023,9,28,1744,6,14998909,108,A#,Minor,79,86,57,74,36,26,41,1034,20,824,2,5
329,Fire Feelings,Bruno Mars,1,2023,1,16,1427,14,86132389,112,F#,Major,20,56,16,9,22,6,37,695,7,491,10,6
330,Electric Days,BTS,1,2024,6,2,841,9,9062290,122,D,Major,22,32,48,12,1,13,26,296,8,349,10,8
331,Wild Days,"J. Cole, BTS",2,2020,6,22,5445,28,78824051,109,G#,Minor,67,50,91,54,40,20,4,2341,2,1282,4,3
332,Rain Skies,Chris Stapleton,1,2020,4,2,2378,16,147253248,80,G,Major,41,75,64,82,48,37,25,1320,37,1107,13,46
333,Fire Lights (Deluxe),David Guetta,1,2023,12,16,540,18,52120663,120,F#,Major,59,64,63,73,10,28,18,267,6,143,6,7
334,Dreams Eyes,Daft Punk,1,2021,10,2,3370,10,70898610,141,E,Minor,23,32,71,29,16,9,24,1441,14,1111,11,7
335,Crystal Rivers,Harry Styles,1,2019,5,8,1110,10,13557174,95,B,Minor,21,48,51,44,50,30,27,398,10,305,8,3
336,Neon Rivers (feat. DJ),"Zedd, Taylor Swift",2,2024,4,8,2571,16,35453547,81,F,Major,74,63,41,56,28,40,3,1224,17,1098,14,5
337,Stars Eyes (Remix),Lady Gaga,1,2022,11,27,911,12,44746995,68,D,Major,62,82,95,77,38,30,26,481,17,264,0,9
338,Midnight Days,"Olivia Rodrigo, Ed Sheeran, Daft Punk",3,2021,8,21,2316,3,28765046,107,D#,Major,69,46,41,29,18,38,6,1163,5,485,15,0
339,Crystal Story,Marshmello,1,2024,7,13,3347,8,110125919,170,B,Minor,40,87,88,39,37,17,34,1394,13,799,13,19
340,Dance Days,Metro Boomin,1,2020,2,27,2879,7,71150665,70,B,Major,56,92,73,44,44,24,27,1317,18,1335,14,7
341,Sunset Times,"Diplo, Justin Bieber",2,2023,7,15,3391,50,130129148,197,E,Major,47,73,67,70,7,28,6,1728,2,922,10,17
342,Wild Waves,Chris Stapleton,1,2021,9,2,2761,20,37315997,161,C,Major,52,24,32,41,42,34,33,1403,14,867,12,3
343,Velvet Times (Live),Marshmello,1,2020,5,27,2008,9,19776688,129,D,Minor,65,32,42,4,43,39,15,677,12,503,0,10
344,Crystal Feelings,The Chainsmokers,1,2021,1,20,1589,12,5666530,83,C,Minor,23,11,58,24,43,9,16,842,7,496,7,3
345,Fire Nights,"Dua Lipa, Future",2,2022,6,11,842,12,98857283,142,D,Major,71,93,55,1,24,18,31,489,3,227,3,5
346,Dance Dreams,SZA,1,2019,4,14,765,15,74329305,84,A,Minor,69,27,57,22,40,25,44,455,3,316,5,4
347,Love Dreams (Live),Calvin Harris,1,2021,11,24,1863,0,39822727,80,C,Major,67,73,52,25,9,29,15,903,3,545,13,3
348,Ocean Streets (Acoustic),J. Cole,1,2020,6,21,1547,13,15170923,147,D#,Major,89,16,46,87,44,19,40,764,9,657,7,5
349,Fire Streets,Coldplay,1,2019,8,3,3287,4,19194477,189,C#,Minor,79,49,36,25,15,32,13,1076,18,1198,6,3
350,Forever Roads,Skrillex,1,2023,5,28,1823,11,41437507,170,D,Minor,22,58,69,10,48,24,40,764,5,622,13,8
351,Fire Ways,Kygo,1,2021,5,13,2937,15,95787035,163,F#,Minor,67,59,77,39,41,9,28,1053,6,591,11,7
352,Fire Days (Acoustic),"Bad Bunny, Ariana Grande, Imagine Dragons, Zedd",4,2023,12,12,2777,47,103740708,123,D#,Minor,24,56,95,90,43,6,44,1413,41,876,27,47
353,Ocean Streets (feat. DJ),J. Cole,1,2021,10,19,5407,49,170963390,108,F#,Major,74,42,53,64,34,29,39,2267,37,2661,5,33
354,Dreams Feelings,"Bruno Mars, Zach Bryan",2,2023,6,27,1797,6,20668160,185,C,Major,28,63,82,53,41,23,29,1040,12,736,0,2
355,Fire Moments,Billie Eilish,1,2020,2,15,3056,23,139734151,87,A#,Major,30,47,25,48,7,22,6,1658,12,848,26,28
356,Summer Hills,Miley Cyrus,1,2023,1,2,2429,0,65323985,193,E,Minor,80,53,92,54,21,28,45,1213,1,556,0,6
357,Midnight Clouds,"Miley Cyrus, Beyoncé, Coldplay, Future",4,2024,6,26,2068,26,11771077,131,B,Major,67,67,94,87,42,35,34,1171,4,429,3,8
358,Love Lights,Maroon 5,1,2021,1,26,1533,7,67399865,169,G,Major,69,47,92,24,45,14,35,738,12,646,2,5
359,Crystal Memories,"Avicii, Morgan Wallen",2,2023,5,27,724,14,284964130,82,C#,Minor,23,30,56,49,49,22,16,321,34,197,13,10
360,Neon Feelings,Morgan Wallen,1,2024,11,24,2268,22,42819674,147,F#,Minor,91,65,44,28,16,12,20,906,7,1087,2,10
361,Wild Roads (Remix),Harry Styles,1,2022,3,28,2771,7,132947886,153,A#,Major,86,94,92,75,14,11,27,1321,12,1258,27,20
362,Electric Lights,Taylor Swift,1,2024,4,16,1910,9,43155129,91,E,Minor,47,73,52,90,24,8,23,656,1,725,9,8
363,Summer Memories (feat. DJ),"Post Malone, SZA",2,2024,12,13,1823,2,164134303,160,F#,Major,87,46,51,89,12,40,27,846,21,595,30,22
364,Silver Memories (Acoustic),Dua Lipa,1,2022,3,19,606,15,25297792,62,F,Major,38,58,69,86,10,8,8,234,4,159,6,10
365,Crystal Lights,"Shakira, Justin Bieber, Drake, BTS",4,2024,11,24,2514,9,44144379,82,G,Minor,55,90,98,56,23,5,9,1273,5,995,12,10
366,Neon Rivers,BTS,1,2022,10,16,2676,3,60239190,92,C#,Minor,28,78,38,51,44,6,27,1440,5,843,13,4
367,Neon Vibes,"Daft Punk, Martin Garrix",2,2022,12,27,2113,28,57344147,174,F,Major,25,26,88,26,41,15,7,708,19,863,0,8
368,Night Vibes (Deluxe),Daft Punk,1,2021,9,6,0,0,201534053,135,A#,Minor,37,83,77,88,20,38,24,0,2,0,33,50
369,Rain Feelings,Skrillex,1,2018,1,7,2568,19,21398208,168,C#,Minor,53,58,98,20,25,34,7,1195,18,790,4,9
370,Stars Skies,Kendrick Lamar,1,2023,5,21,270,11,62109940,99,F,Minor,68,13,92,31,4,22,9,126,20,120,5,6
371,Velvet Waves,Kygo,1,2023,6,11,1952,3,28260712,104,G#,Minor,95,72,27,67,22,23,37,806,7,612,3,1
372,Night Nights,Travis Scott,1,2023,3,12,1626,28,84194136,191,B,Major,36,28,63,72,47,22,5,902,15,614,8,0
373,Golden Times,Morgan Wallen,1,2022,8,6,4354,35,231395176,82,E,Minor,60,21,96,10,4,20,7,2550,33,2100,14,19
374,Dreams Eyes,Billie Eilish,1,2022,1,14,1811,17,179757209,91,F#,Major,44,10,69,89,34,27,17,803,32,734,34,44
375,Crystal Dreams,Luke Combs,1,2022,3,22,3703,17,165416459,155,C#,Minor,51,79,30,37,19,35,20,1681,3,1210,24,10
376,Silver Clouds,Kendrick Lamar,1,2021,11,17,2471,28,34328143,177,F,Minor,65,23,15,44,46,16,27,1199,15,536,0,9
377,Sunset Hills,Shakira,1,2022,3,14,3481,8,56670916,106,G#,Minor,33,66,71,20,8,27,29,1280,12,1087,11,6
378,Rain Feelings,Taylor Swift,1,2018,7,14,2689,20,111182508,167,G,Minor,36,51,66,64,46,29,10,1344,30,1311,17,7
379,Stars Shadows,"BTS, The Weeknd, Post Malone",3,2023,4,2,1906,15,48895105,99,B,Major,51,45,29,33,44,20,44,737,15,428,13,3
380,Heart Rivers,OneRepublic,1,2020,10,21,2017,3,57794032,169,C,Major,31,16,63,52,33,24,42,685,1,569,6,2
381,Sunset Hills,SZA,1,2022,1,10,1556,13,17565817,142,D#,Minor,80,45,92,12,27,16,18,582,1,396,0,0
382,Forever Feelings,David Guetta,1,2018,9,25,2335,23,21117328,130,D#,Minor,31,23,31,80,47,12,4,1267,18,837,11,3
383,Rain Streets (Remix),"Zedd, Lil Baby, Doja Cat",3,2024,10,11,2773,23,68706367,148,F,Minor,35,65,23,61,26,38,34,959,4,714,8,8
384,Dance Moments,The Weeknd,1,2024,1,26,1962,12,49733719,172,G#,Minor,91,59,66,77,17,18,13,879,17,904,2,2
